product,mass_kg,material_id,countryMaking,impact_ecs
tshirt,0.35,ei-acrylique,BD,2966.58121067814
tshirt,0.32,ei-chanvre,---,2676.104104989005
chemise,0.3048754453526514,ei-coton-organic,MM,2758.898316735345
manteau,2.23,ei-laine-nouvelle-filiere,BD,18556.365410244685
calecon,0.05,ei-jute-kenaf,IN,597.3827359731018
chaussettes,0.02,ei-coton-organic,IN,167.52433967564463
manteau,2.6,coton-rdpc,RNA,19442.69310106584
slip,0.09,ei-viscose,VN,835.9028900090725
maillot-de-bain,0.29,ei-chanvre,MM,2103.925674763997
tshirt,0.14,ei-pp,---,1130.4506414129164
manteau,2.17,ei-pet-r,ROC,16936.452448729295
chaussettes,0.01,ei-pet-r,FR,63.612090098448256
pantalon,0.12,ei-pet,FR,925.9221242734044
manteau,0.38,ei-pet-r,RLA,2782.334874283203
jean,0.4970042214145387,ei-acrylique,ROC,4789.999873580132
chemise,0.0892490020792467,ei-chanvre,REE,719.269754201215
maillot-de-bain,0.07,ei-jute-kenaf,REO,568.3001330973148
pull,1.39,ei-laine-par-defaut,BD,19533.87999071561
slip,0.06,ei-pet,IN,545.8477228376809
pull,0.5,ei-jute-kenaf,TN,4250.676011489663
pull,0.59,ei-jute-kenaf,REE,4966.676244559413
pull,1.25,coton-rdp,REE,8276.368779300485
pull,0.51,ei-pet,PK,3582.283401895918
maillot-de-bain,0.38,coton-rdpc,TR,2421.063453042011
pantalon,1.17,ei-pet-r,KH,9283.748118454225
chaussettes,0.18,ei-acrylique,REO,1162.2413179538162
tshirt,0.27,ei-pet-r,TR,1936.2892310299808
pull,0.98,ei-jute-kenaf,RAF,8641.63309020803
chaussettes,0.09,coton-rdpc,KH,620.5118396711523
jupe,0.73,ei-coton,RAF,8043.260832533543
pantalon,0.11,coton-rdpc,KH,1004.0747367904264
jean,0.7668236190644921,ei-lin,BD,6512.271427765724
slip,0.04,ei-pa,MM,360.35470385051593
chemise,0.385556236128627,coton-rdpc,MA,2874.2362599982453
calecon,0.04,ei-pet-r,TN,350.1645700050098
calecon,0.2,ei-coton-organic,BD,2066.543840728082
manteau,0.44,ei-pet,RAF,3224.66766961298
jean,0.4578285685363684,ei-chanvre,PK,4008.2429892336418
chemise,0.1300186272933439,ei-laine-par-defaut,FR,1827.145569412475
maillot-de-bain,0.38,ei-coton,RAS,3911.824545673792
manteau,1.37,ei-coton-organic,VN,11905.657372425454
pull,1.29,ei-pa,RLA,9887.19340047214
slip,0.06,ei-laine-nouvelle-filiere,RAF,568.3951681048052
chemise,0.3793880998479296,ei-pa,RME,2955.089453994957
jupe,0.32,ei-coton-organic,MA,2678.803911325319
maillot-de-bain,0.3,ei-laine-par-defaut,IN,3917.545278426276
jupe,0.31,ei-coton-organic,RAS,2760.47631657218
pantalon,1.2,ei-laine-nouvelle-filiere,VN,10944.409432890268
chemise,0.135834373016692,ei-coton-organic,BD,1258.741351086113
manteau,2.14,ei-coton,RME,22825.82704438877
tshirt,0.2,ei-coton,MM,2350.75877838946
jupe,0.14,ei-coton,REE,1522.6463876173484
maillot-de-bain,0.16,ei-acrylique,REE,1099.9260095434447
calecon,0.03,coton-rdpc,REE,288.61786385675003
calecon,0.16,ei-jute-kenaf,REO,1640.8180830964736
pantalon,0.98,ei-pa,PK,8040.346564975985
jean,0.6225767600973262,ei-pet-r,FR,4701.7475898788725
slip,0.11,ei-lin,PK,898.3261713632393
manteau,1.05,ei-acrylique,RAS,8335.18173728641
tshirt,0.07,ei-pet,RLA,593.3981554771051
tshirt,0.32,ei-pa,BD,2699.9646196275926
jupe,0.89,ei-laine-par-defaut,MA,12172.40796628846
chemise,0.3081492991945387,ei-pet,VN,2451.6060419132173
maillot-de-bain,0.2,ei-pp,MA,1252.114938042649
tshirt,0.18,coton-rdp,KH,1504.0879767389445
pantalon,0.27,coton-rdpc,FR,2052.100425657988
chemise,0.2222411659745605,ei-lin,CN,1777.5901922683313
chemise,0.4537343114596384,ei-coton,CN,5245.143759852443
slip,0.13,ei-laine-par-defaut,RAF,1941.9644860394303
pull,0.25,ei-laine-nouvelle-filiere,ROC,2242.413661592565
chemise,0.4840682684571686,ei-chanvre,TR,3651.2148285627145
chemise,0.286084133091637,ei-chanvre,RME,2239.947444794649
maillot-de-bain,0.12,elasthane,VN,1051.5367081757397
calecon,0.08,ei-pp,IN,747.5644419518832
maillot-de-bain,0.1,ei-pet-r,VN,710.1666774906648
pantalon,0.96,ei-acrylique,TN,7558.440187025912
jupe,0.81,ei-chanvre,TN,6041.742408180328
slip,0.09,coton-rdp,RME,727.7601277078305
chaussettes,0.03,coton-rdp,TN,185.8081054881577
manteau,2.65,ei-chanvre,MA,18971.1315280808
calecon,0.18,ei-pet-r,RNA,1605.2713606981852
slip,0.08,ei-pet-r,KH,690.2234261682968
chemise,0.4595271962288073,ei-coton-organic,RLA,4144.118849286699
calecon,0.06,ei-pa,KH,610.3540936683053
jean,0.8793010769065143,ei-coton,REO,10239.01781314317
manteau,1.35,ei-jute-kenaf,RME,11837.690927914771
calecon,0.03,ei-viscose,REE,305.73042635644987
tshirt,0.12,ei-viscose,REE,992.8503776862026
slip,0.13,ei-pa,REO,1046.702901646583
chaussettes,0.16,ei-coton-organic,RME,1126.648747556458
slip,0.13,ei-pa,MA,1082.3866446274478
tshirt,0.14,ei-acrylique,RAF,1187.5762033545209
chemise,0.1589405226586575,coton-rdp,RNA,1273.5308519531352
maillot-de-bain,0.23,ei-pet,RME,1508.211766107133
jupe,0.97,ei-acrylique,---,7767.708001615538
calecon,0.05,ei-laine-nouvelle-filiere,REO,485.2498563634903
tshirt,0.23,coton-rdp,TN,1716.4706673883309
tshirt,0.36,ei-jute-kenaf,FR,3252.145282165427
slip,0.11,coton-rdpc,PK,910.8605231962688
calecon,0.08,ei-acrylique,REE,738.9285623277003
maillot-de-bain,0.12,ei-pet-r,REE,763.0553768372182
chemise,0.1089487714089586,ei-chanvre,---,949.7126992062948
chaussettes,0.13,coton-rdp,REE,772.6063082371131
jean,1.352976861725622,ei-laine-nouvelle-filiere,CN,12828.381293263166
tshirt,0.4,ei-lin,REE,2903.415828323515
maillot-de-bain,0.14,ei-laine-nouvelle-filiere,KH,1136.0273607913982
manteau,3.59,ei-coton-organic,IN,30365.952232922737
tshirt,0.28,coton-rdpc,TN,2097.341760274041
slip,0.03,coton-rdp,PK,263.47507825525787
jean,0.3953294855814323,ei-lin,RAS,3425.270258695703
calecon,0.12,ei-pet-r,PK,1058.311388320829
jean,0.9822384186349974,ei-viscose,IN,8940.14016051736
tshirt,0.25,ei-pet-r,REO,1789.2448602145844
jupe,0.47,elasthane,MA,4134.619075223772
manteau,0.47,ei-pa,KH,3855.332591589008
manteau,0.29,ei-lin,PK,2166.347393634512
jupe,0.2,ei-chanvre,RME,1546.1167868881864
calecon,0.11,ei-acrylique,RAS,1083.17651547113
pull,0.84,elasthane,TN,7024.6546946192375
chemise,0.3527885281365718,elasthane,PK,3291.3978900658526
chemise,0.2250235834322752,ei-laine-par-defaut,BD,3300.712808927312
maillot-de-bain,0.15,ei-pet-r,CN,1045.703020756252
pantalon,0.12,ei-viscose,ROC,1224.910058855941
pull,1.21,ei-jute-kenaf,FR,10127.210552428069
maillot-de-bain,0.24,coton-rdpc,TN,1554.7188131732437
pull,1.47,ei-coton,RLA,16168.14418830489
jupe,0.38,ei-chanvre,VN,3110.1259600575404
pull,0.16,ei-pet-r,ROC,1262.2232236661916
slip,0.05,ei-viscose,VN,477.3838521967282
tshirt,0.32,elasthane,PK,3045.2193331844783
manteau,0.2,ei-pp,RAF,1481.4070086647978
jean,1.1173412158262577,ei-pa,KH,10021.62926257549
jupe,0.62,ei-laine-par-defaut,FR,8397.637480895937
chaussettes,0.01,ei-pet-r,BD,76.81478211779313
maillot-de-bain,0.26,ei-coton-organic,TN,1933.5797977509028
slip,0.09,coton-rdp,TN,705.1982971940753
pull,0.51,ei-pa,REO,3561.6107099792016
slip,0.06,ei-viscose,TN,515.1429466839198
pantalon,0.43,coton-rdp,TN,3260.4189191716086
manteau,2.64,coton-rdpc,CN,19872.36856289467
pantalon,1.39,ei-acrylique,RNA,11677.314676111277
jean,0.5035321398827599,elasthane,IN,5178.145120379881
chaussettes,0.2,ei-coton-organic,MM,1503.4633699631236
chemise,0.4069274415702902,ei-lin,---,3187.684138800117
slip,0.12,ei-pet-r,KH,1016.6932636766852
jupe,0.84,coton-rdp,RNA,6444.497328181097
jupe,0.1,ei-lin,IN,817.2891777638291
pull,1.07,ei-coton,ROC,12406.375240954909
manteau,3.04,ei-pa,MA,22055.38427096113
jupe,0.29,ei-laine-nouvelle-filiere,RME,2394.6063413081097
jean,1.085687046399688,ei-lin,ROC,9864.902127556275
maillot-de-bain,0.28,ei-coton-organic,REE,2068.1954479872584
pantalon,0.38,ei-lin,VN,3149.094197169239
jean,0.8925450711229231,ei-coton-organic,RLA,8668.460548577239
manteau,2.66,coton-rdpc,ROC,21629.65839122598
jupe,0.73,ei-laine-par-defaut,MM,10373.725867611143
tshirt,0.19,ei-pet,FR,1395.0003274271455
pull,0.66,ei-laine-par-defaut,RAF,9135.768850868562
jean,0.4114072040203357,ei-coton-organic,RLA,4030.4869878640334
maillot-de-bain,0.13,ei-jute-kenaf,TR,1047.0053011652851
tshirt,0.11,coton-rdp,---,940.838294860253
jupe,0.57,coton-rdpc,PK,4328.261854156532
jean,1.1616091336391918,ei-pa,REE,9477.53780980926
chemise,0.2176872103146901,ei-coton,REE,2398.6039972251247
chemise,0.2485538865016945,elasthane,FR,2204.0997990535307
maillot-de-bain,0.32,ei-pet,MA,2065.677959673209
pantalon,0.27,ei-acrylique,TR,2167.739766058929
slip,0.11,elasthane,PK,1090.7962078982123
calecon,0.13,ei-pet-r,TN,1089.8017316947935
slip,0.13,ei-pp,REO,953.1752399989311
manteau,1.96,ei-coton-organic,---,16684.040702869082
manteau,0.74,ei-chanvre,CN,5827.527247771435
calecon,0.08,ei-viscose,TN,744.5477550570674
chaussettes,0.14,ei-pet-r,RAF,897.0855762498202
jean,1.0196491711718587,elasthane,REE,9695.75402462147
calecon,0.08,ei-pa,KH,801.392100223199
jupe,0.67,elasthane,RLA,6225.807953389861
chaussettes,0.04,ei-jute-kenaf,KH,337.781131427938
pull,0.77,ei-coton-organic,RNA,6463.309135827101
manteau,1.68,ei-laine-nouvelle-filiere,---,13993.438987009882
tshirt,0.19,ei-laine-par-defaut,PK,2780.0701425736625
maillot-de-bain,0.29,ei-viscose,PK,2122.2273648507608
chaussettes,0.19,ei-laine-nouvelle-filiere,FR,1265.0255547871125
pantalon,0.37,ei-coton,MA,4227.445424304587
maillot-de-bain,0.11,ei-coton-organic,RLA,888.1100762412046
slip,0.11,coton-rdp,VN,945.763817161147
slip,0.02,ei-lin,FR,163.24811658352462
slip,0.05,ei-pa,VN,465.6879963546382
slip,0.05,ei-acrylique,ROC,513.0918034465883
chaussettes,0.13,coton-rdpc,RME,807.2333634878422
slip,0.07,ei-jute-kenaf,FR,665.3281380457803
chemise,0.1155001212283587,ei-acrylique,REO,906.0961935195464
calecon,0.03,ei-pet,TR,278.1267684236941
manteau,0.84,ei-pet-r,RNA,6049.012521933891
pull,1.24,ei-pa,KH,9654.00159423686
tshirt,0.09,coton-rdpc,RAS,779.9406227873295
pull,1.37,coton-rdpc,MA,9331.785243490818
tshirt,0.39,ei-coton-organic,FR,3269.594133297023
pull,1.06,elasthane,FR,8744.243386013697
slip,0.02,ei-lin,RNA,183.73103338205584
slip,0.01,ei-pp,FR,86.11791646183909
pantalon,0.76,ei-coton-organic,MM,7017.310807428359
chaussettes,0.01,ei-coton-organic,BD,85.50815128694252
pull,1.3,coton-rdp,RNA,9452.40974738911
jupe,0.59,elasthane,FR,5085.619604345422
jupe,0.46,ei-lin,CN,3547.704588831939
pantalon,0.75,ei-laine-par-defaut,RAS,11174.291809984794
maillot-de-bain,0.18,ei-chanvre,VN,1340.1440026127234
pantalon,0.75,elasthane,RLA,7300.371334034473
pantalon,0.29,ei-viscose,MM,2556.812782903247
pantalon,0.17,ei-viscose,MM,1524.7181187300594
chemise,0.0650544186151477,ei-jute-kenaf,REO,617.5146886939092
jean,0.4480857453032985,ei-pet,TR,3506.430063456023
chaussettes,0.03,ei-pet-r,MM,203.7619354132159
jupe,0.91,ei-viscose,BD,7509.232892233807
tshirt,0.09,ei-coton,MA,1050.317894695116
slip,0.05,ei-acrylique,REE,435.5231833248216
slip,0.13,ei-coton-organic,BD,1248.7888783457963
slip,0.11,ei-lin,REO,839.7204843105874
manteau,3.85,ei-viscose,IN,30399.82388448244
chemise,0.0984375480422636,ei-viscose,---,891.107199129387
tshirt,0.36,ei-jute-kenaf,ROC,3766.580037692701
jupe,0.48,ei-pet,PK,3572.716209515464
pull,1.26,ei-laine-par-defaut,ROC,18496.69636355974
maillot-de-bain,0.12,coton-rdpc,FR,769.086713599283
maillot-de-bain,0.34,coton-rdpc,MA,2218.457184506246
pantalon,1.2,ei-lin,TR,8799.87693207156
calecon,0.2,ei-pet-r,MM,1785.7469486798773
chemise,0.2167557002010265,ei-viscose,RNA,1849.1995503836488
tshirt,0.36,ei-pet,RLA,2877.045799659154
tshirt,0.47,ei-lin,MM,3727.035670091571
calecon,0.14,ei-laine-nouvelle-filiere,---,1447.0942781492058
pantalon,0.39,ei-lin,IN,3206.139544578496
pull,0.75,ei-laine-nouvelle-filiere,RME,5821.127494496484
pantalon,1.4,ei-acrylique,MM,11814.863310017694
jupe,0.95,ei-pp,MA,6457.774333783021
jupe,0.42,ei-pet-r,TN,2906.3503577376114
calecon,0.1,coton-rdpc,REE,873.8220657840625
jupe,0.14,coton-rdpc,CN,1128.751671198536
pantalon,0.33,ei-jute-kenaf,RAF,3238.6714689072587
chaussettes,0.1,ei-pet,RLA,681.1522214461476
tshirt,0.08,ei-lin,PK,658.3621384437848
calecon,0.17,ei-coton,REO,2065.2059731202044
slip,0.01,ei-viscose,MM,103.82638209571716
chemise,0.496579891468545,ei-coton,MA,5464.2485416686095
slip,0.09,ei-jute-kenaf,IN,952.9680722692776
chaussettes,0.08,ei-pet-r,TN,486.0852672441079
calecon,0.08,ei-pa,MA,746.2736070043048
tshirt,0.25,coton-rdpc,BD,2036.0761181066728
tshirt,0.09,ei-pa,TR,736.002350079564
chemise,0.126784057470584,ei-pp,TN,905.654675952804
maillot-de-bain,0.31,ei-pet,RNA,2142.194885158311
chaussettes,0.17,ei-pet,FR,1027.1841344711495
maillot-de-bain,0.33,ei-laine-nouvelle-filiere,VN,2620.751273785011
jupe,0.41,ei-laine-nouvelle-filiere,REE,3289.5433242006434
chemise,0.45396317808011,coton-rdpc,TN,3346.7743344301643
tshirt,0.45,coton-rdp,---,3582.179671760537
jean,1.0427879657576549,ei-viscose,KH,9671.364503811794
pull,0.85,ei-jute-kenaf,MA,7248.644700275432
manteau,0.8,ei-pa,FR,5719.918431618504
jupe,0.1,ei-pp,VN,776.1141666454239
calecon,0.17,ei-pet-r,BD,1529.957874787869
slip,0.02,elasthane,RNA,218.7255854793237
pantalon,1.08,ei-chanvre,RAF,8799.537096496566
pantalon,0.68,coton-rdp,REE,5074.276489694034
slip,0.06,ei-viscose,FR,501.68629746945896
chemise,0.3704498831176019,ei-pet-r,RLA,2831.681113275411
chaussettes,0.09,elasthane,IN,744.7542602489268
manteau,2.46,ei-pet-r,MM,17651.215358616657
maillot-de-bain,0.4,coton-rdp,ROC,3023.832393300427
chemise,0.4462148476104141,ei-pa,PK,3578.3128990178075
manteau,3.85,ei-pet,TR,25566.902850629373
maillot-de-bain,0.39,ei-laine-par-defaut,RAF,4991.394175184187
jupe,0.31,ei-pet-r,RAF,2258.963744092623
chemise,0.2659941576954411,ei-pa,MA,2070.5221283718784
maillot-de-bain,0.07,ei-jute-kenaf,---,643.1641770436934
jean,1.414543018979756,ei-laine-nouvelle-filiere,PK,13106.419661368936
jean,0.5996890760650461,ei-pet-r,FR,4531.157102263829
chemise,0.4038500594277291,ei-viscose,RAF,3330.501594270621
pantalon,0.83,ei-laine-par-defaut,TN,11843.56399364668
calecon,0.12,ei-acrylique,ROC,1260.477160253028
chaussettes,0.05,ei-coton,REE,454.1007171815311
jupe,0.88,ei-coton,RME,9508.74100245848
maillot-de-bain,0.16,ei-coton-organic,TN,1197.3822307376845
slip,0.05,elasthane,FR,473.939819287912
maillot-de-bain,0.39,ei-pa,PK,2781.3846020062465
pull,0.32,ei-pp,---,2233.461189361574
slip,0.09,ei-pet,ROC,841.137582367288
jupe,0.31,ei-laine-nouvelle-filiere,ROC,2882.640149161778
calecon,0.09,ei-laine-nouvelle-filiere,RME,889.4120143553644
pull,1.0,coton-rdp,TN,6716.191514579544
maillot-de-bain,0.14,ei-coton,---,1470.4665671076868
chaussettes,0.11,ei-jute-kenaf,---,888.8022882148358
manteau,0.47,elasthane,RAS,4412.788214440659
jean,1.3690003271848252,ei-laine-par-defaut,MM,21146.886849851875
slip,0.02,ei-coton,IN,296.47265132444386
maillot-de-bain,0.23,ei-pet,MA,1494.9410989837424
chaussettes,0.05,coton-rdp,BD,338.08635001667386
jupe,0.29,ei-laine-nouvelle-filiere,---,2522.884495876772
chaussettes,0.07,ei-laine-nouvelle-filiere,RNA,519.4829784763406
manteau,2.68,ei-acrylique,KH,21382.65073350722
manteau,3.15,ei-pet,REE,20966.85407413909
chemise,0.4722586675589033,ei-lin,---,3687.25932487369
jean,1.167264486146386,coton-rdpc,PK,9783.400616520032
pull,0.16,ei-lin,REE,1082.9729952899595
calecon,0.09,ei-lin,REO,763.2984881696046
pull,0.88,ei-pp,RNA,6065.174633692342
jean,1.307560676400502,ei-chanvre,RAF,11238.296176600796
tshirt,0.28,ei-jute-kenaf,---,2757.612907995607
pantalon,1.0,ei-pet,REE,7310.197324213015
slip,0.15,ei-chanvre,REO,1199.202260546334
chaussettes,0.13,ei-lin,TN,775.9304932114748
tshirt,0.38,ei-pp,RME,2743.0578183658736
pantalon,1.25,coton-rdp,TN,9336.07781245712
jean,1.3490003992531008,ei-pp,RME,10258.665538630154
maillot-de-bain,0.37,ei-laine-nouvelle-filiere,KH,2946.85713234802
pantalon,1.23,ei-pp,REE,8606.163810526812
chaussettes,0.14,ei-laine-par-defaut,FR,1598.3073803348093
jupe,0.65,ei-acrylique,REO,4830.6402510523385
maillot-de-bain,0.37,ei-lin,IN,2554.763899420408
jupe,0.92,ei-jute-kenaf,VN,8769.244614706584
jean,0.3814483613911026,ei-lin,REE,3046.406311873672
jean,0.6747778098094264,elasthane,RME,6586.050667235017
jupe,0.48,coton-rdp,REO,3396.834730814601
chaussettes,0.09,ei-acrylique,KH,666.7232128281682
tshirt,0.11,ei-laine-nouvelle-filiere,VN,1038.3728854266385
pantalon,0.88,ei-laine-par-defaut,RLA,13073.325878321257
calecon,0.11,ei-coton-organic,CN,1162.144793998527
tshirt,0.15,ei-pa,FR,1174.159227354984
slip,0.14,ei-acrylique,TR,1143.5417087185094
manteau,0.87,elasthane,KH,8140.347455819588
pantalon,0.54,ei-acrylique,FR,4216.639300449104
pantalon,0.47,ei-chanvre,REO,3664.882715235512
manteau,0.32,ei-jute-kenaf,RAS,3082.097899350786
manteau,0.56,ei-lin,CN,4276.375783486086
tshirt,0.31,ei-laine-par-defaut,VN,4612.448687266683
pull,1.37,ei-acrylique,TN,9723.23057787307
chemise,0.4919812505342443,ei-coton-organic,CN,4442.93534778601
tshirt,0.05,ei-chanvre,PK,448.635627280701
jupe,0.27,ei-coton,RAS,3072.181648756502
manteau,3.56,ei-acrylique,RNA,27740.05304938609
calecon,0.12,coton-rdpc,RLA,1108.9610075270314
slip,0.05,ei-coton,REE,596.9240548275469
pantalon,1.02,ei-pet-r,TR,7269.9185191544275
pantalon,0.57,ei-pet-r,FR,4073.690539722732
maillot-de-bain,0.06,ei-pet-r,RME,407.0359956419708
pull,0.89,ei-laine-par-defaut,ROC,13078.832885660462
manteau,0.82,ei-lin,CN,6187.283825044537
chemise,0.1290285176526947,ei-viscose,KH,1151.2947833699875
slip,0.08,ei-lin,IN,705.1456469543293
calecon,0.11,ei-laine-nouvelle-filiere,REO,1042.767967560677
calecon,0.1,ei-pa,RAS,981.544980569494
pull,0.47,ei-laine-par-defaut,RNA,6613.623068917685
chaussettes,0.01,ei-viscose,BD,81.29941157500261
pull,0.64,ei-chanvre,REO,4430.698701162495
slip,0.1,ei-laine-nouvelle-filiere,KH,970.1398715025772
tshirt,0.38,ei-laine-par-defaut,CN,5604.735498356063
manteau,1.11,ei-pa,TN,8054.747009589779
calecon,0.12,ei-coton,RME,1502.8364076292744
pantalon,0.49,elasthane,ROC,5125.017150715934
pull,1.41,ei-pp,FR,8766.197105265772
jean,0.5460410250019797,coton-rdp,KH,4783.531133206974
slip,0.05,ei-coton-organic,RAS,509.14106173031206
jean,0.7016402852280131,ei-viscose,RLA,6430.257436008015
pantalon,0.97,coton-rdp,RLA,7836.48542790231
pantalon,0.32,ei-pet-r,RME,2416.957552342523
pull,1.17,ei-coton,PK,12618.839591834248
chemise,0.0923786107040274,ei-viscose,RME,781.9628954598546
jupe,0.35,coton-rdpc,RME,2586.667912010687
maillot-de-bain,0.29,coton-rdpc,REE,1860.9594693363165
calecon,0.12,ei-lin,FR,1003.935587628468
manteau,2.16,ei-pet-r,PK,15066.873567551607
jupe,0.62,ei-pet,IN,4697.612450408542
chemise,0.2461262405578835,ei-pp,REO,1696.9748958521131
chemise,0.4512183575907921,coton-rdpc,---,3577.638743433148
jupe,0.87,ei-pet,IN,6565.535183951297
pantalon,0.44,ei-coton-organic,---,4123.221578007777
chaussettes,0.13,ei-coton-organic,FR,881.9608260712407
chemise,0.1463664460569703,coton-rdp,PK,1153.7423109230704
jupe,0.67,coton-rdp,CN,5177.5758933819
jupe,0.74,ei-jute-kenaf,KH,7076.6906116977625
calecon,0.04,elasthane,MM,445.2774663257315
pull,1.04,ei-coton-organic,RME,8266.56319338756
maillot-de-bain,0.13,ei-jute-kenaf,REO,1039.3765525818071
pantalon,0.41,ei-pp,REE,2938.922574680816
chemise,0.248545578728057,ei-pet-r,TN,1768.3812655511138
slip,0.03,ei-pet-r,TN,243.8792849933052
calecon,0.16,ei-jute-kenaf,CN,1774.960630371674
chaussettes,0.01,ei-lin,REO,65.0102053411828
pull,1.35,ei-chanvre,IN,10152.460706848871
maillot-de-bain,0.15,ei-laine-nouvelle-filiere,FR,1077.9206652775251
chaussettes,0.09,ei-pa,VN,659.8293961909271
chemise,0.4026279662447539,ei-pet-r,BD,3070.920308086319
maillot-de-bain,0.31,coton-rdpc,MA,2025.9219632752631
maillot-de-bain,0.17,ei-pet-r,ROC,1281.9930777175969
manteau,0.52,coton-rdpc,RME,3767.884245007193
slip,0.05,ei-pa,RME,439.1268435042035
slip,0.02,ei-laine-par-defaut,RME,322.8286914935804
calecon,0.2,ei-pet-r,REE,1659.741033198581
calecon,0.05,ei-pet-r,PK,454.60373240620936
jupe,0.98,ei-coton,RAF,10783.964157281558
manteau,2.24,ei-coton,ROC,26328.392646060474
calecon,0.08,ei-jute-kenaf,REE,847.3526487028337
manteau,0.32,ei-laine-par-defaut,VN,4693.722541006205
maillot-de-bain,0.15,ei-pet-r,MM,1025.6925033308437
pantalon,0.3,ei-laine-par-defaut,KH,4569.873205916549
pull,1.36,coton-rdp,ROC,10749.925321188892
manteau,2.97,ei-jute-kenaf,TR,25241.546199122688
jean,0.3365547422410722,ei-viscose,ROC,3365.7241188845246
calecon,0.02,coton-rdp,TN,189.54505604942165
pull,1.22,ei-chanvre,RLA,9287.274207563043
pull,0.11,elasthane,CN,1021.046697336118
calecon,0.14,ei-pet-r,MA,1193.897882241281
jean,1.170545796008151,ei-pet-r,CN,9624.671813949271
manteau,2.12,ei-coton,MA,22453.084811102333
calecon,0.15,ei-acrylique,RLA,1442.708109092966
jean,1.2928138547118322,ei-pa,VN,11548.256029167514
jean,0.398951670805159,ei-viscose,PK,3609.90537681093
manteau,3.29,ei-pa,TR,23405.723977798767
jupe,0.45,ei-lin,RNA,3444.4481155062504
chemise,0.0660455078562273,ei-coton-organic,VN,643.4252228219337
pantalon,1.38,ei-acrylique,RAF,11297.561363323468
tshirt,0.41,ei-laine-par-defaut,REO,5731.109463682768
pull,1.02,coton-rdp,RNA,7420.884887662002
pantalon,0.11,ei-pa,TN,925.9187363165404
calecon,0.07,ei-pet,---,683.1202555162131
chaussettes,0.09,ei-pa,IN,650.1310649536362
calecon,0.06,ei-coton,MA,769.2286218738891
slip,0.13,ei-chanvre,MM,1132.3144896226106
maillot-de-bain,0.16,elasthane,MA,1299.9738229652507
pull,0.21,elasthane,CN,1912.8499869872865
slip,0.06,ei-coton-organic,RAS,602.8343513188188
calecon,0.05,ei-coton-organic,REO,494.59516858493
jean,1.356710673001264,ei-acrylique,RAS,12048.024320479628
maillot-de-bain,0.15,ei-pa,REO,1011.3335535943912
manteau,0.26,ei-pet,RLA,1967.681323911715
manteau,3.47,ei-acrylique,BD,27093.80353063801
maillot-de-bain,0.4,ei-pet,TR,2516.538025481131
jean,1.394414710057181,ei-pp,KH,11440.370980278609
tshirt,0.34,ei-viscose,RAS,2941.8063606047854
tshirt,0.44,ei-laine-nouvelle-filiere,RAS,3942.605304188384
jean,1.154848594380235,ei-lin,RAS,9793.44656954689
pantalon,1.2,ei-lin,CN,9629.80808345946
chemise,0.2602431316919067,ei-acrylique,RAS,2182.621655264853
pantalon,0.32,ei-lin,RAF,2554.0399723523115
pantalon,0.8,coton-rdpc,RME,6163.647733716315
pantalon,0.84,ei-lin,IN,6734.810253908237
chemise,0.1654810783407428,elasthane,RAS,1612.641438604011
tshirt,0.35,ei-pa,TN,2730.52090946522
slip,0.02,ei-viscose,RLA,193.6329220173956
maillot-de-bain,0.24,ei-jute-kenaf,CN,2075.6441465309463
calecon,0.19,ei-viscose,MM,1853.1436881322115
jupe,0.14,ei-coton-organic,---,1278.4606459498905
jupe,0.67,ei-pet,RAS,5110.789050366997
pull,1.28,coton-rdp,RNA,9307.300828837177
jupe,0.15,ei-pa,MM,1224.1071391163052
chaussettes,0.08,ei-acrylique,TN,528.8461909032994
chemise,0.2076081031297308,elasthane,RME,1907.1291289170235
pantalon,0.42,coton-rdpc,FR,3158.1849873505007
pantalon,0.52,ei-jute-kenaf,RAS,5192.551782990052
chemise,0.4506928762817958,ei-jute-kenaf,PK,4262.796354124201
pantalon,1.25,coton-rdp,RLA,10079.87728435665
tshirt,0.09,coton-rdp,RAF,742.7871465795893
maillot-de-bain,0.15,ei-acrylique,KH,1149.1311435198406
slip,0.13,coton-rdpc,CN,1116.4054051163032
jean,0.6691753629640629,coton-rdp,REO,5271.809000519168
manteau,2.97,ei-laine-nouvelle-filiere,RAF,23969.35997468832
slip,0.02,ei-pet-r,RLA,177.34782521750628
calecon,0.15,coton-rdpc,RAS,1401.6596315463603
chemise,0.1099110011469632,ei-jute-kenaf,MM,1086.5591520834807
maillot-de-bain,0.4,ei-jute-kenaf,RAF,3330.5829925895705
pull,1.29,ei-viscose,MM,10157.23684841359
jean,0.7222971125124249,ei-pet-r,REO,5460.774281036718
chaussettes,0.16,ei-pa,IN,1140.1036585931192
slip,0.03,ei-pet-r,ROC,307.85854581275026
pull,0.24,coton-rdp,TN,1627.5909628589736
chemise,0.0635316641377261,coton-rdpc,MM,534.1622701588353
tshirt,0.15,coton-rdpc,MM,1234.5164699467296
maillot-de-bain,0.25,ei-jute-kenaf,RLA,2144.800710490133
pantalon,1.03,ei-pp,CN,7925.298033192822
tshirt,0.09,ei-pet,BD,763.2119211513735
jupe,0.22,ei-coton,RAF,2452.1991590900416
manteau,0.87,ei-laine-par-defaut,MM,12429.991041124951
pantalon,1.41,ei-coton-organic,MM,12965.46964894368
calecon,0.06,ei-viscose,IN,633.425232554916
