product,mass_kg,material_id,countryMaking,impact_ecs
tshirt,0.28,ei-coton,KH,3328.417305798495
jean,1.0619562263057505,ei-lin,MA,8429.788162119812
jupe,0.45,ei-viscose,TN,3484.024698640057
pull,0.16,ei-coton,---,1796.495028083704
slip,0.1,coton-rdp,---,871.2840026231506
calecon,0.04,ei-laine-nouvelle-filiere,RLA,417.5335899783002
jupe,0.41,ei-pp,RLA,3020.491186247517
maillot-de-bain,0.19,coton-rdp,RLA,1328.8052383265729
pantalon,1.18,ei-laine-nouvelle-filiere,CN,10643.438992212272
calecon,0.19,ei-laine-par-defaut,MM,3024.7966467653146
slip,0.12,ei-lin,MA,948.6235913413428
manteau,1.86,ei-coton-organic,RME,15036.711355165951
slip,0.12,ei-viscose,VN,1104.7921683683307
manteau,3.62,ei-pp,TR,23070.51422089033
chaussettes,0.17,ei-coton,FR,1505.8117367724003
jupe,0.8,ei-laine-nouvelle-filiere,---,6845.100429548735
jupe,0.86,ei-coton-organic,ROC,8065.225902033899
chaussettes,0.07,ei-acrylique,MA,471.445026567515
pantalon,1.08,ei-viscose,RAS,9370.487293361204
slip,0.08,ei-pa,ROC,786.3066865063331
maillot-de-bain,0.3,ei-laine-par-defaut,REE,3728.754643136262
pull,0.85,ei-laine-nouvelle-filiere,RNA,6963.439660912141
maillot-de-bain,0.32,ei-chanvre,RNA,2310.49073130513
jupe,0.56,ei-coton,TN,5996.62240782853
calecon,0.13,coton-rdp,---,1219.3471111601818
calecon,0.04,ei-laine-nouvelle-filiere,TR,401.24265816621966
pull,0.83,ei-chanvre,VN,6412.131870172371
chemise,0.421318758872629,ei-pa,RAS,3475.094921125904
maillot-de-bain,0.25,ei-pet-r,REE,1552.5659255525652
calecon,0.19,coton-rdp,RAS,1752.2907710654256
maillot-de-bain,0.1,ei-acrylique,ROC,830.9754362016099
chemise,0.138087189432379,ei-chanvre,KH,1192.286731150429
jupe,0.6,ei-acrylique,TN,4516.674374355436
maillot-de-bain,0.08,ei-pp,---,576.4091431379667
jupe,0.16,ei-coton-organic,RLA,1430.3231888433138
jean,1.2775120024981743,ei-laine-par-defaut,RME,19146.599797706727
pantalon,0.49,ei-pa,RAS,4183.838472256963
chaussettes,0.15,ei-lin,TN,894.2003700374353
chemise,0.4873313892588055,ei-coton,RME,5398.995010552526
slip,0.03,ei-chanvre,MA,279.6058662840396
pantalon,1.25,ei-pp,REO,8720.807414342133
manteau,2.22,coton-rdp,RNA,16466.495077225023
manteau,2.2,ei-pet-r,MM,15791.885580682854
slip,0.06,coton-rdpc,RAF,513.2473774670964
tshirt,0.33,coton-rdpc,TN,2463.4176729405654
manteau,0.76,ei-laine-nouvelle-filiere,BD,6408.509919719089
slip,0.14,ei-jute-kenaf,MM,1420.8645147072623
manteau,3.52,ei-pet,MA,23864.7119229224
tshirt,0.05,ei-viscose,VN,484.4037214874846
manteau,3.14,coton-rdp,CN,23398.469461543427
maillot-de-bain,0.33,ei-pet,FR,2066.870094707476
pantalon,1.35,ei-coton,RAF,15524.07397250009
jean,1.1404323076066167,ei-lin,MM,9654.593156366793
pantalon,1.1,ei-lin,TR,8074.038333398198
calecon,0.05,ei-viscose,MA,493.25011502041866
jupe,0.35,ei-chanvre,RAS,2836.983057793017
tshirt,0.12,ei-pet,---,1016.1287782235064
pull,1.46,ei-jute-kenaf,---,13123.837226940375
jean,0.5111381070683907,ei-laine-nouvelle-filiere,ROC,5229.111118486517
manteau,2.36,ei-lin,RME,16365.76955136416
maillot-de-bain,0.08,ei-coton-organic,BD,661.5537201650602
manteau,2.59,ei-pet,FR,17179.749840731878
jupe,0.44,ei-coton-organic,IN,3878.451929582833
jupe,0.36,ei-pp,---,2653.519981829787
pull,1.16,coton-rdpc,ROC,9251.80292087452
pantalon,0.78,coton-rdpc,BD,6358.696506638497
jupe,0.87,coton-rdp,RAS,6707.7917031313655
jean,0.3495240506566723,ei-laine-par-defaut,TR,5228.747193754515
calecon,0.13,coton-rdp,RME,1141.0525594379685
pantalon,0.16,ei-viscose,ROC,1591.3006215741414
chemise,0.1461620045357457,ei-laine-par-defaut,RNA,2150.13210222676
manteau,1.53,ei-pa,MM,11976.08535921742
chaussettes,0.14,ei-laine-par-defaut,RME,1636.0984715270165
pull,0.45,ei-lin,IN,3268.385123550728
pantalon,0.55,ei-chanvre,REE,4304.799206747336
maillot-de-bain,0.33,ei-coton-organic,KH,2686.7652993956663
pull,0.41,ei-pet-r,RLA,2899.7160170540246
slip,0.09,ei-pet,REE,710.1679300617529
chemise,0.181594855195861,ei-laine-par-defaut,PK,2633.8347496057945
pull,0.22,ei-lin,ROC,1766.9809765747143
slip,0.08,ei-jute-kenaf,BD,832.5919797842882
maillot-de-bain,0.33,ei-coton,TR,3179.315348802455
slip,0.09,ei-jute-kenaf,RAF,910.289946159219
pull,0.42,ei-lin,REE,2783.7823899192754
chemise,0.1254591460343194,ei-coton-organic,RAS,1175.6205662863947
chemise,0.2064623148342257,ei-lin,MA,1542.1943057415028
calecon,0.06,ei-chanvre,RAF,579.6108211060606
pull,1.06,ei-jute-kenaf,REO,8885.440232997642
maillot-de-bain,0.26,ei-acrylique,MM,1920.4163100116607
maillot-de-bain,0.24,ei-jute-kenaf,BD,2063.8361628989137
slip,0.08,ei-coton-organic,FR,706.9872527682026
tshirt,0.13,ei-laine-nouvelle-filiere,RAS,1211.727267879173
chemise,0.1554174421121858,ei-viscose,RME,1280.7496624171351
maillot-de-bain,0.37,ei-pet-r,PK,2440.80710256616
maillot-de-bain,0.25,ei-coton-organic,CN,2015.337222569363
maillot-de-bain,0.2,coton-rdp,TR,1275.3918016946322
maillot-de-bain,0.39,ei-jute-kenaf,REE,3093.7726912859825
pull,0.21,ei-jute-kenaf,KH,1962.710578394488
maillot-de-bain,0.36,ei-laine-nouvelle-filiere,ROC,3034.4353997066355
pantalon,0.64,coton-rdp,VN,5274.879023496122
manteau,2.01,ei-coton,MM,22375.870492215265
calecon,0.11,ei-chanvre,MM,1049.4679732475904
calecon,0.19,coton-rdpc,MA,1653.4842343859598
calecon,0.12,ei-pet,REO,1014.6007846380548
maillot-de-bain,0.29,coton-rdpc,KH,2085.31576143763
slip,0.06,ei-coton-organic,REE,557.1729159252354
maillot-de-bain,0.21,ei-pet-r,RME,1348.3363774086856
chemise,0.0847504851948287,ei-chanvre,RNA,724.8792671717919
chemise,0.482518746046726,ei-lin,MM,3778.953275069862
manteau,0.69,ei-pet,MM,5110.145557352775
maillot-de-bain,0.34,ei-laine-par-defaut,MM,4429.641525059424
slip,0.12,ei-laine-nouvelle-filiere,REO,1038.1520505851329
chaussettes,0.09,ei-chanvre,PK,601.6593979127176
calecon,0.05,ei-pet-r,VN,476.8903196179968
tshirt,0.25,coton-rdp,FR,1827.7952171676457
pull,0.59,ei-chanvre,RAF,4346.900956544684
tshirt,0.45,ei-coton-organic,MM,4101.125712868054
pantalon,0.63,coton-rdpc,FR,4706.703373720018
slip,0.06,ei-coton,RAF,730.9770681567722
slip,0.13,ei-pa,FR,1039.7257563390067
slip,0.11,ei-pp,RNA,885.4612126894563
pull,0.41,elasthane,---,3677.152644202014
manteau,3.49,elasthane,ROC,33867.4270847105
jean,1.3520003657534645,ei-lin,TN,10636.832629418896
slip,0.06,coton-rdpc,MA,501.2309351924657
jean,1.2345476744491677,ei-laine-nouvelle-filiere,REO,10852.448710207846
tshirt,0.36,coton-rdpc,VN,2955.4665041911494
pantalon,0.78,ei-coton-organic,TR,6682.1410002240245
maillot-de-bain,0.28,coton-rdp,RNA,1941.800784614917
jupe,0.33,ei-coton,RLA,3732.173809569899
chemise,0.3619632542483282,ei-acrylique,FR,2748.863598769977
tshirt,0.13,coton-rdpc,MM,1075.3867782549928
maillot-de-bain,0.09,ei-acrylique,RME,648.1397463841407
pull,1.4,ei-laine-nouvelle-filiere,ROC,12342.81247012258
pantalon,1.09,ei-chanvre,RLA,9155.668147935072
chaussettes,0.02,ei-coton,RLA,196.90893243587448
tshirt,0.3,ei-jute-kenaf,MM,2940.2310157848788
chaussettes,0.15,ei-coton,RNA,1434.613473854999
chemise,0.4509258689097782,ei-lin,KH,3601.893040596363
maillot-de-bain,0.07,elasthane,REE,578.7683912221253
chemise,0.4982076588708221,ei-pa,RNA,4070.8873101109657
tshirt,0.45,ei-pet-r,REE,3197.459774579128
slip,0.04,ei-coton-organic,IN,431.45753774967625
calecon,0.16,coton-rdpc,TN,1376.3575964133777
maillot-de-bain,0.12,ei-laine-nouvelle-filiere,IN,973.8162514810416
jean,0.4006878333280044,ei-pp,REO,3009.664001353848
pantalon,1.31,ei-pp,TR,9145.167805506382
manteau,0.35,elasthane,PK,3193.1219344152487
manteau,3.05,coton-rdpc,KH,23330.78473030824
maillot-de-bain,0.29,ei-jute-kenaf,RME,2364.1574644556035
jean,0.9499926889692678,ei-pet,TN,7413.412200427849
manteau,1.92,ei-viscose,ROC,16547.433021276687
calecon,0.12,ei-chanvre,MM,1143.4766294327223
calecon,0.09,coton-rdp,RAS,851.4263691883807
slip,0.09,ei-viscose,ROC,899.566828821896
jean,1.438198102639439,coton-rdp,IN,12151.290534850195
chaussettes,0.1,coton-rdpc,RME,623.543591086373
pull,0.26,ei-pet-r,CN,1860.7434714377955
calecon,0.06,ei-coton-organic,KH,656.9723195907704
maillot-de-bain,0.26,ei-chanvre,PK,1841.4047924728693
chemise,0.0644326986683718,coton-rdp,KH,564.4950508295899
jean,0.6499427127599844,ei-pet-r,KH,5472.560675497175
chemise,0.1384697709576897,ei-coton,TN,1544.4380089709102
calecon,0.1,ei-pp,REE,834.7762973542582
jean,0.6493656378942866,ei-chanvre,RAF,5629.740105861326
chemise,0.218732944828207,ei-viscose,IN,1887.2662725066464
calecon,0.09,ei-coton,RAF,1155.307518347828
pull,0.67,ei-lin,MA,4505.779624163524
manteau,1.53,ei-coton-organic,TR,12052.080674234556
calecon,0.17,elasthane,MM,1843.1120153796064
pull,1.03,ei-lin,---,7406.260783945683
pantalon,0.23,ei-jute-kenaf,TN,2190.6823987375365
chaussettes,0.02,ei-pet-r,FR,122.39000149626912
jean,0.7010769608865005,ei-acrylique,IN,6253.579513526695
chaussettes,0.03,ei-jute-kenaf,RAS,253.2387696895198
calecon,0.12,ei-pa,PK,1128.551399937171
maillot-de-bain,0.16,ei-chanvre,RNA,1164.820250431037
tshirt,0.32,ei-pp,RAS,2483.233311931954
jupe,0.73,coton-rdp,MA,5250.513283610052
jupe,0.3,ei-laine-nouvelle-filiere,RAS,2615.476668930969
calecon,0.19,coton-rdpc,IN,1766.540761245041
calecon,0.1,ei-laine-par-defaut,---,1632.1033327470964
jean,0.6101888285308213,ei-viscose,MA,5290.937340505396
slip,0.14,coton-rdp,VN,1195.7262068601967
maillot-de-bain,0.25,ei-viscose,BD,1882.0138045396247
pantalon,0.46,ei-coton-organic,RAS,4307.7363009020455
jupe,1.0,ei-jute-kenaf,ROC,9991.807551235364
jean,0.4732412854671525,ei-laine-nouvelle-filiere,---,4553.10365664686
jupe,0.16,ei-pet-r,RNA,1210.065026662516
tshirt,0.38,ei-laine-par-defaut,---,5587.751021837815
chemise,0.4884719584450285,coton-rdp,REO,3520.3455878359364
tshirt,0.49,ei-chanvre,MA,3792.393304299899
calecon,0.04,elasthane,RAS,469.5703271595459
jean,0.805930826897983,ei-acrylique,VN,7278.111351726651
jupe,0.72,ei-pp,RAS,5285.829509745413
manteau,1.43,ei-laine-par-defaut,CN,20455.614033877988
tshirt,0.35,ei-coton-organic,REE,2961.4020600542503
calecon,0.16,coton-rdpc,RAF,1442.5384486608066
pull,1.3,ei-chanvre,PK,9613.500408968015
jean,1.452275124136035,coton-rdpc,TR,11460.6948028416
maillot-de-bain,0.1,coton-rdp,PK,691.8807925918347
calecon,0.1,ei-acrylique,VN,989.9534446661528
chemise,0.4523629561855453,ei-chanvre,MM,3713.686969319
tshirt,0.06,coton-rdpc,ROC,587.3913077746529
pull,0.22,ei-chanvre,CN,1705.0558779001358
pull,0.47,ei-pa,BD,3605.18836915632
jean,0.3320735141212197,ei-chanvre,---,3031.2379157954047
jupe,0.09,elasthane,IN,887.6359191464883
tshirt,0.3,ei-acrylique,REO,2332.346161850105
slip,0.14,ei-pp,REE,1041.1092576108815
slip,0.05,ei-lin,RAF,427.5287411961872
chemise,0.4711205605500084,ei-coton-organic,IN,4232.874598485393
calecon,0.13,ei-viscose,TR,1190.920497571763
calecon,0.14,ei-chanvre,IN,1359.4895848387282
chemise,0.3867690595845926,ei-pa,VN,3230.618918533726
pull,1.25,ei-viscose,MM,9842.738355219984
chemise,0.3839016459720753,ei-lin,RAF,2925.0884230066217
jupe,0.73,coton-rdpc,TN,5263.659756184122
chaussettes,0.12,elasthane,RAF,956.7998848294447
pantalon,0.11,ei-pp,MM,899.9003677634532
pull,1.08,ei-pet,MM,7788.186773394924
calecon,0.16,ei-jute-kenaf,FR,1633.6598203426463
tshirt,0.31,coton-rdp,MM,2487.6126736199803
manteau,3.55,ei-pet,RAS,26047.933686780867
manteau,2.59,ei-chanvre,PK,19431.47364883168
jean,0.7754460336580448,ei-acrylique,RNA,6881.804188802034
pantalon,0.34,ei-pet-r,RAS,2732.664900615724
manteau,3.17,ei-jute-kenaf,MA,27369.296245413265
chaussettes,0.04,ei-pp,BD,270.2894677187405
chaussettes,0.14,coton-rdp,CN,932.13796372438
slip,0.12,ei-pet-r,FR,891.2174458635361
chemise,0.1285399805522846,ei-pet-r,TR,928.667994274069
jean,0.9521077236159154,ei-jute-kenaf,RLA,9876.184914242229
calecon,0.1,ei-laine-nouvelle-filiere,TR,958.4605644557791
chaussettes,0.13,elasthane,REE,978.575809826614
chemise,0.0510832626186597,coton-rdp,RLA,434.1113327615475
calecon,0.19,ei-coton,PK,2405.004621278171
chaussettes,0.07,ei-laine-nouvelle-filiere,ROC,573.9492328145811
calecon,0.15,ei-viscose,RLA,1467.6822903036118
jupe,0.96,elasthane,REO,8270.923613867662
calecon,0.13,ei-coton-organic,VN,1370.2295097701804
jupe,0.87,ei-chanvre,RLA,6985.591770937371
chaussettes,0.03,ei-lin,REO,181.2340565953004
manteau,0.77,ei-laine-par-defaut,KH,11176.143166760805
pantalon,0.59,elasthane,ROC,6145.3168192356725
slip,0.04,ei-jute-kenaf,REE,409.720250882551
jupe,0.65,ei-pet-r,RME,4560.24050805707
pull,0.53,ei-acrylique,CN,4100.983678562861
slip,0.06,ei-coton,RAS,754.4045927434654
jupe,0.24,ei-pet-r,REE,1664.8733750617623
pantalon,1.42,elasthane,VN,13917.373666255746
pantalon,0.66,ei-pet-r,RLA,5174.992543764015
chemise,0.1409980837036601,ei-jute-kenaf,CN,1405.2888851695682
tshirt,0.38,coton-rdpc,---,3062.8183049603367
tshirt,0.07,ei-chanvre,KH,646.2192185492186
pantalon,0.11,ei-coton,REO,1284.1766166933812
manteau,1.47,coton-rdpc,PK,10786.145408299091
jupe,0.57,ei-laine-par-defaut,IN,8082.677926292007
chemise,0.1032371761050828,ei-lin,RNA,835.8765857293633
jupe,0.99,ei-laine-par-defaut,BD,14033.723619650773
chemise,0.4003303126625606,ei-pet-r,RAS,3067.647134299201
pantalon,1.0,elasthane,IN,9675.013424389172
calecon,0.08,ei-viscose,RAF,783.4628022045545
pull,0.12,elasthane,TR,1016.9130307244898
calecon,0.07,ei-lin,REE,614.9439981857734
jean,0.8489591862373769,ei-viscose,REO,7182.305515353739
maillot-de-bain,0.4,coton-rdpc,RNA,2789.090835294616
pantalon,0.13,ei-lin,MA,1069.2442986701858
pantalon,0.8,ei-pet-r,RME,5896.1684223896045
pantalon,0.2,ei-acrylique,MA,1673.300257372135
jupe,0.09,ei-pa,FR,683.0706172374586
pull,1.49,ei-pet,---,10606.737181156852
jupe,0.57,ei-lin,ROC,4711.397753650277
slip,0.06,ei-coton,IN,768.5360794077704
slip,0.02,ei-laine-nouvelle-filiere,MM,199.50592608800207
pull,0.8,ei-jute-kenaf,TN,6788.682934678291
tshirt,0.06,ei-jute-kenaf,ROC,689.8396794046778
tshirt,0.27,ei-acrylique,PK,2243.6506404066727
jean,0.8957339355998454,ei-pet,CN,7544.84154538604
chemise,0.358247134758534,ei-pa,RNA,2938.3009899930858
manteau,0.21,ei-viscose,REO,1602.2911268989797
calecon,0.17,ei-jute-kenaf,REO,1742.0630299022584
manteau,3.85,ei-acrylique,REO,27464.96636541864
slip,0.05,ei-pet,REO,394.5128155800159
pull,0.7,ei-lin,RAF,4911.213179308242
pantalon,0.34,ei-pet,IN,2796.2982623310227
tshirt,0.36,ei-viscose,RME,2927.4374284287987
chemise,0.4487978693905475,ei-acrylique,RLA,3713.391272293696
chaussettes,0.09,ei-pp,RAF,572.3725812037402
pantalon,0.87,ei-pet,TN,6431.465266953635
jupe,0.12,ei-pet-r,VN,938.5724136310112
chaussettes,0.07,ei-chanvre,RME,452.7468408075854
tshirt,0.19,ei-laine-nouvelle-filiere,TN,1606.0596092291207
manteau,1.73,ei-lin,TN,11794.6388699849
chaussettes,0.16,ei-laine-par-defaut,IN,1940.602346852592
tshirt,0.28,coton-rdpc,RNA,2260.267951396018
pantalon,0.79,elasthane,IN,7674.328955378474
pantalon,0.3,ei-acrylique,CN,2622.9539584926074
slip,0.04,ei-coton-organic,TR,376.0913085918064
pantalon,0.73,ei-coton-organic,ROC,7214.210544738753
tshirt,0.2,elasthane,IN,1979.708191726443
chemise,0.292198802081442,coton-rdpc,RAS,2350.929064893092
tshirt,0.06,ei-lin,MM,511.5959381522623
jean,0.3662811580836451,ei-pp,PK,2937.975811415864
pull,0.78,elasthane,ROC,7466.497884577549
jupe,0.81,ei-acrylique,REE,6022.583758074098
chemise,0.2865243672796685,ei-acrylique,MM,2381.1234096011435
pantalon,1.0,ei-laine-par-defaut,RAF,14597.04057198823
pull,0.8,ei-laine-par-defaut,TN,10795.35579377915
chemise,0.1568323509589116,elasthane,CN,1532.3373302221223
jean,1.372926666617965,ei-pet,REE,10571.54561567896
pull,0.99,ei-coton-organic,---,8271.78778934242
chaussettes,0.13,ei-coton-organic,RAF,946.8117896112924
chaussettes,0.15,ei-laine-nouvelle-filiere,RNA,1105.1094393398234
calecon,0.17,ei-jute-kenaf,KH,1903.085477036861
jupe,0.45,ei-coton,---,5068.090500484023
jean,0.9065858522373792,ei-jute-kenaf,RAF,9182.414280203198
jean,1.479609854151095,ei-viscose,REE,12485.22034553196
maillot-de-bain,0.26,coton-rdpc,MA,1705.0299278902914
chemise,0.3786987395852439,elasthane,RLA,3605.218342482117
pantalon,0.68,ei-pet-r,MM,5324.905947508144
pantalon,0.46,ei-viscose,VN,4089.044463789996
jupe,0.19,ei-lin,VN,1504.4999438371185
pantalon,0.85,ei-lin,VN,6933.825582534415
chaussettes,0.09,ei-coton,BD,868.1887377381697
pantalon,0.18,ei-lin,BD,1520.9647371197243
pull,1.1,ei-pa,MM,8427.539939460268
pantalon,0.54,coton-rdp,FR,4007.9245817665055
jupe,0.93,ei-pet,RAS,7075.773796660818
chemise,0.3535518450324976,coton-rdp,VN,2841.593946838887
chaussettes,0.17,ei-acrylique,REO,1098.0555936071664
slip,0.05,coton-rdpc,VN,449.0553812889574
tshirt,0.38,ei-viscose,FR,2983.0780045590545
jean,0.787728271351595,coton-rdp,---,6722.3929860223125
chaussettes,0.02,ei-chanvre,TN,131.00829467946144
chemise,0.3560774121459223,elasthane,BD,3390.511643622091
manteau,0.72,ei-pet-r,RNA,5196.5245442197975
jupe,0.67,elasthane,MA,5874.101709240265
manteau,1.94,ei-acrylique,IN,15167.255581586442
tshirt,0.08,ei-coton-organic,TR,718.0992355442598
slip,0.11,ei-pa,FR,881.9901889447051
chemise,0.1333037856604685,ei-coton-organic,CN,1246.4937765384984
calecon,0.18,ei-viscose,RAF,1721.3583524119465
manteau,1.93,ei-laine-nouvelle-filiere,PK,15706.868770195377
calecon,0.06,ei-pp,CN,562.7046599188293
pantalon,1.24,ei-coton,MM,14577.547383721205
maillot-de-bain,0.25,ei-coton,KH,2615.4202616712028
maillot-de-bain,0.26,ei-coton,TN,2528.2540332503045
calecon,0.11,ei-jute-kenaf,RNA,1210.2594087980342
pull,1.45,ei-lin,RLA,10537.638506531584
calecon,0.19,ei-jute-kenaf,TN,1964.6461945504293
slip,0.08,ei-acrylique,---,746.3263990450728
pantalon,0.23,ei-viscose,---,2099.3965438256246
manteau,2.27,ei-viscose,RNA,18029.275623643392
slip,0.03,ei-laine-nouvelle-filiere,TR,284.01458491046355
maillot-de-bain,0.31,ei-acrylique,RME,2157.887065925788
chemise,0.1436715503496562,ei-laine-par-defaut,RAF,2092.622141753594
slip,0.05,ei-jute-kenaf,FR,479.3614038258562
slip,0.05,ei-chanvre,RNA,448.1897182644773
jupe,0.63,coton-rdpc,RLA,4906.423331412798
chemise,0.3492820460893267,ei-lin,CN,2760.28020683278
pantalon,0.73,ei-pp,RME,5296.269680227257
tshirt,0.29,ei-coton,PK,3332.1515930388223
maillot-de-bain,0.09,coton-rdpc,FR,580.0911432962888
manteau,0.29,coton-rdpc,RAS,2321.7624179928034
chaussettes,0.1,ei-coton,RNA,958.7622576435972
slip,0.08,ei-acrylique,PK,700.8795184852596
tshirt,0.06,ei-pa,RNA,541.9327445657088
tshirt,0.29,ei-lin,---,2324.805177467989
maillot-de-bain,0.25,ei-coton,RNA,2563.437450968952
calecon,0.03,ei-pet-r,ROC,331.98133603576605
chaussettes,0.17,ei-laine-par-defaut,FR,1939.765923542133
calecon,0.19,ei-pa,RNA,1804.5221556816384
pull,0.37,ei-jute-kenaf,RAF,3282.460270396829
maillot-de-bain,0.17,coton-rdp,IN,1211.0426543740034
chemise,0.13462458125948,ei-pet,TN,998.168683836489
maillot-de-bain,0.06,coton-rdp,RME,417.0864241621588
pull,1.32,coton-rdp,RAF,9299.578255625478
pantalon,0.35,ei-jute-kenaf,KH,3571.6435924305288
calecon,0.17,ei-laine-par-defaut,KH,2749.3094337791053
maillot-de-bain,0.2,ei-pet,RAS,1410.5882112299196
slip,0.06,ei-chanvre,BD,545.9161744474291
slip,0.09,ei-acrylique,RAS,820.7480135164029
maillot-de-bain,0.24,coton-rdpc,RLA,1688.5718007033847
chaussettes,0.08,ei-jute-kenaf,RLA,646.9816107963492
calecon,0.15,ei-coton-organic,RAF,1521.2449272086978
pantalon,0.54,coton-rdpc,RME,4192.149554984237
tshirt,0.29,coton-rdp,BD,2333.7407651106773
manteau,3.82,coton-rdpc,MA,26547.206346331222
manteau,2.03,coton-rdpc,RLA,15284.300211128424
pantalon,0.76,ei-pet-r,ROC,6432.184239652845
chaussettes,0.1,ei-coton,PK,942.26822021303
chemise,0.2873161892249837,ei-viscose,MA,2305.957082892474
chemise,0.3660724783264975,ei-chanvre,PK,2941.8530979805964
pantalon,1.47,coton-rdp,PK,11534.249182482
jean,0.381576493248824,ei-acrylique,RNA,3423.8207307103585
calecon,0.08,ei-pa,REE,733.4289484494293
pantalon,0.23,ei-viscose,RME,1962.876217901685
slip,0.14,ei-pa,IN,1251.1983128157526
slip,0.11,ei-pa,VN,989.4315260626464
jupe,0.3,ei-laine-par-defaut,VN,4317.420389410128
pantalon,0.3,ei-chanvre,---,2613.915657187388
chemise,0.2978944643047221,ei-coton,---,3454.8773888128244
chemise,0.278347040345924,ei-pet-r,IN,2144.283324555618
maillot-de-bain,0.13,ei-lin,VN,931.2032455979322
maillot-de-bain,0.1,ei-laine-nouvelle-filiere,RAS,811.2449918911566
maillot-de-bain,0.35,ei-pa,FR,2327.310622692813
calecon,0.08,coton-rdp,ROC,819.0435707852856
slip,0.04,ei-pa,TR,345.2911011343314
chemise,0.2015112653089862,coton-rdp,MM,1607.8771367025852
tshirt,0.05,ei-pp,CN,445.1952499038352
calecon,0.1,ei-pa,RAS,981.544980569494
maillot-de-bain,0.25,ei-pet-r,BD,1705.6484381577177
manteau,1.35,ei-pet,KH,10172.873858696325
chaussettes,0.13,coton-rdp,FR,764.7911288919092
jupe,0.5,ei-acrylique,FR,3714.300752264586
jean,0.4864874048720798,ei-chanvre,RLA,4347.670906551315
jupe,0.54,ei-laine-par-defaut,FR,7317.088626567663
calecon,0.05,ei-acrylique,ROC,553.5901345510185
tshirt,0.06,ei-viscose,FR,504.9409934905376
jean,1.1247108353178348,ei-viscose,RLA,10268.5164835692
slip,0.13,coton-rdpc,MA,1039.141845456678
pull,0.57,ei-acrylique,FR,3992.6631825133154
jupe,0.22,ei-laine-par-defaut,TN,3022.510573507463
calecon,0.11,ei-laine-nouvelle-filiere,REE,1059.1807017808787
jupe,0.91,ei-pp,REE,6077.338922075372
chemise,0.2594715466377861,ei-coton-organic,PK,2305.7269519249667
manteau,1.05,coton-rdpc,TR,7238.197805849525
pull,0.53,ei-acrylique,KH,4168.69109283071
chaussettes,0.09,coton-rdp,CN,604.2072721203295
chaussettes,0.07,ei-laine-par-defaut,BD,856.4109884486836
calecon,0.15,ei-coton,MM,1929.6318827421603
maillot-de-bain,0.28,ei-lin,KH,1985.685734275388
manteau,3.56,ei-coton,---,39338.58617133787
pantalon,0.5,ei-pet-r,TN,3644.452784818796
slip,0.11,ei-coton-organic,---,1080.7365885667432
jupe,0.39,ei-coton-organic,ROC,3687.249602876308
pantalon,0.59,ei-chanvre,KH,5085.758301890338
chemise,0.4799672289298528,elasthane,CN,4568.935402904265
pull,0.51,ei-lin,KH,3789.8111186324986
calecon,0.05,ei-pet,RLA,467.4211682830978
manteau,0.56,elasthane,CN,5231.889568348345
jupe,0.31,coton-rdp,FR,2196.804555799073
jupe,0.56,ei-pp,RLA,4116.332901664341
jupe,0.83,ei-laine-par-defaut,---,11739.784070061914
manteau,1.14,ei-laine-par-defaut,RAF,16016.738614086817
chaussettes,0.04,ei-pa,PK,283.5728810229932
pantalon,0.32,ei-viscose,MM,2814.8364489465434
maillot-de-bain,0.33,ei-coton-organic,TN,2448.9180946601564
chemise,0.0697758949804577,coton-rdpc,RAF,580.903193466706
tshirt,0.14,elasthane,VN,1411.7867141859856
calecon,0.14,ei-coton-organic,RNA,1443.975159816381
jupe,0.72,ei-pet,TR,5014.03346821193
manteau,3.24,ei-laine-nouvelle-filiere,VN,27346.30193346701
jupe,0.41,ei-laine-par-defaut,PK,5759.910193634027
pull,0.22,ei-lin,RNA,1605.426157851337
pull,1.34,ei-lin,KH,9899.280816948549
pantalon,1.03,ei-jute-kenaf,FR,9434.76928812749
chaussettes,0.19,ei-chanvre,IN,1293.8888443510375
calecon,0.05,ei-coton-organic,TN,500.4859350504583
maillot-de-bain,0.34,ei-pet,TR,2143.10947011966
jupe,0.25,ei-jute-kenaf,RAS,2390.948345073376
calecon,0.08,ei-pet,MM,736.7432795779079
jupe,0.66,coton-rdpc,IN,5102.504222457258
manteau,2.29,ei-chanvre,KH,17991.560396805795
chaussettes,0.01,ei-pa,RAF,79.35739535111969
pantalon,1.22,elasthane,TN,11108.981840334827
slip,0.13,ei-laine-nouvelle-filiere,RLA,1214.6476531870137
chaussettes,0.05,coton-rdpc,REO,302.1539163601407
tshirt,0.2,ei-pet-r,MA,1485.075630645193
tshirt,0.26,ei-acrylique,BD,2218.937944893954
jupe,0.48,ei-viscose,RAS,3995.0195076113055
maillot-de-bain,0.23,ei-pa,BD,1695.3261814043017
manteau,3.43,ei-laine-par-defaut,RNA,48692.655700347736
manteau,3.45,ei-pet-r,RLA,24749.930123724207
manteau,0.77,ei-viscose,RME,5871.147245096834
manteau,3.82,ei-lin,PK,27438.637855681434
pantalon,0.22,ei-acrylique,---,1969.1441937390423
tshirt,0.12,ei-pet,CN,1008.6956284753994
jean,0.913032460349944,ei-chanvre,FR,7456.953599517478
maillot-de-bain,0.2,ei-coton-organic,RLA,1602.6292116823402
chemise,0.4486617487481649,coton-rdpc,BD,3564.1399665434
pull,0.23,ei-viscose,RLA,1825.077220606886
