product,mass_kg,material_id,material_share,countryMaking,impact_ecs
calecon,0.17,ei-chanvre,1,REE,1509.896810834516
calecon,0.05,ei-chanvre,1,REE,470.8000746679193
calecon,0.07,ei-chanvre,1,REE,643.9537459304214
calecon,0.12,ei-chanvre,1,REE,1076.9252783824688
calecon,0.07,ei-chanvre,1,REE,643.9537459304214
calecon,0.14,ei-coton,1,REE,1720.6025272252716
calecon,0.04,ei-coton,1,REE,518.6023905837449
calecon,0.11,ei-coton,1,REE,1360.0112216623925
calecon,0.02,ei-coton,1,REE,278.2373049737565
calecon,0.04,ei-coton,1,REE,518.6023905837449
calecon,0.06,ei-coton,1,REE,759.0111533416294
calecon,0.08,ei-coton,1,REE,999.4199160995138
calecon,0.15,ei-coton,1,REE,1840.7850700302656
calecon,0.15,ei-coton,1,REE,1840.7850700302656
calecon,0.18,ei-coton,1,REE,2201.3763755931445
calecon,0.11,ei-coton-organic,1,REE,1079.7403886680456
calecon,0.19,ei-coton-organic,1,REE,1837.49842946489
calecon,0.13,ei-coton-organic,1,REE,1269.1908181542308
calecon,0.08,ei-coton-organic,1,REE,795.5865830127161
calecon,0.03,ei-coton-organic,1,REE,321.9823478712016
calecon,0.06,ei-coton-organic,1,REE,606.1361535265311
calecon,0.13,ei-coton-organic,1,REE,1269.1908181542308
calecon,0.06,ei-coton-organic,1,REE,606.1361535265311
calecon,0.03,ei-coton-organic,1,REE,321.9823478712016
calecon,0.16,ei-coton-organic,1,REE,1553.3446238095603
calecon,0.04,elasthane,1,REE,438.1806797065216
calecon,0.2,elasthane,1,REE,2039.676583964912
calecon,0.03,elasthane,1,REE,338.1035646208332
calecon,0.03,elasthane,1,REE,338.1035646208332
calecon,0.06,elasthane,1,REE,638.3785870257943
calecon,0.17,elasthane,1,REE,1739.401561559951
calecon,0.15,elasthane,1,REE,1539.203654240678
calecon,0.11,elasthane,1,REE,1138.8515167500284
calecon,0.06,elasthane,1,REE,638.3785870257943
calecon,0.09,elasthane,1,REE,938.6536094307556
calecon,0.19,ei-acrylique,1,REE,1702.9356303379775
calecon,0.15,ei-acrylique,1,REE,1352.3637817081153
calecon,0.15,ei-acrylique,1,REE,1352.3637817081153
calecon,0.18,ei-acrylique,1,REE,1615.270829606564
calecon,0.05,ei-acrylique,1,REE,476.0215144292519
calecon,0.08,ei-acrylique,1,REE,738.9285623277003
calecon,0.1,ei-acrylique,1,REE,914.2144866426316
calecon,0.2,ei-acrylique,1,REE,1790.556753921495
calecon,0.12,ei-acrylique,1,REE,1089.4567338096665
calecon,0.2,ei-acrylique,1,REE,1790.556753921495
calecon,0.1,ei-jute-kenaf,1,REE,1049.744594611548
calecon,0.04,ei-jute-kenaf,1,REE,442.5687568854048
calecon,0.08,ei-jute-kenaf,1,REE,847.3526487028337
calecon,0.14,ei-jute-kenaf,1,REE,1454.4848092810807
calecon,0.1,ei-jute-kenaf,1,REE,1049.744594611548
calecon,0.17,ei-jute-kenaf,1,REE,1758.0508895702044
calecon,0.12,ei-jute-kenaf,1,REE,1252.0928633723663
calecon,0.16,ei-jute-kenaf,1,REE,1656.8767551897952
calecon,0.19,ei-jute-kenaf,1,REE,1960.4428354789195
calecon,0.13,ei-jute-kenaf,1,REE,1353.3106749006715
calecon,0.12,ei-laine-par-defaut,1,REE,1849.427421072774
calecon,0.04,ei-laine-par-defaut,1,REE,641.680276118874
calecon,0.07,ei-laine-par-defaut,1,REE,1094.5799958330997
calecon,0.19,ei-laine-par-defaut,1,REE,2906.2225518378987
calecon,0.11,ei-laine-par-defaut,1,REE,1698.475406883998
calecon,0.11,ei-laine-par-defaut,1,REE,1698.475406883998
calecon,0.19,ei-laine-par-defaut,1,REE,2906.2225518378987
calecon,0.08,ei-laine-par-defaut,1,REE,1245.575687169772
calecon,0.18,ei-laine-par-defaut,1,REE,2755.226860501225
calecon,0.2,ei-laine-par-defaut,1,REE,3057.1745660266747
calecon,0.11,ei-laine-nouvelle-filiere,1,REE,1059.1807017808787
calecon,0.09,ei-laine-nouvelle-filiere,1,REE,873.4683971832693
calecon,0.07,ei-laine-nouvelle-filiere,1,REE,687.7560925856601
calecon,0.14,ei-laine-nouvelle-filiere,1,REE,1337.7273201033445
calecon,0.18,ei-laine-nouvelle-filiere,1,REE,1709.1082521506669
calecon,0.05,ei-laine-nouvelle-filiere,1,REE,502.0874651359471
calecon,0.12,ei-laine-nouvelle-filiere,1,REE,1152.0150155057354
calecon,0.08,ei-laine-nouvelle-filiere,1,REE,780.6340834584128
calecon,0.15,ei-laine-nouvelle-filiere,1,REE,1430.561633828201
calecon,0.11,ei-laine-nouvelle-filiere,1,REE,1059.1807017808787
calecon,0.08,ei-lin,1,REE,697.4202612871136
calecon,0.18,ei-lin,1,REE,1521.8771522652437
calecon,0.04,ei-lin,1,REE,367.6025631775448
calecon,0.11,ei-lin,1,REE,944.7616962953422
calecon,0.06,ei-lin,1,REE,532.5114122323292
calecon,0.02,ei-lin,1,REE,202.73739127065647
calecon,0.17,ei-lin,1,REE,1439.4445663117992
calecon,0.07,ei-lin,1,REE,614.9439981857734
calecon,0.18,ei-lin,1,REE,1521.8771522652437
calecon,0.13,ei-lin,1,REE,1109.6705453501268
calecon,0.05,ei-pa,1,REE,472.5842557553325
calecon,0.17,ei-pa,1,REE,1515.96302653172
calecon,0.06,ei-pa,1,REE,559.5179276040659
calecon,0.1,ei-pa,1,REE,907.3399692947928
calecon,0.04,ei-pa,1,REE,385.6069067587026
calecon,0.06,ei-pa,1,REE,559.5179276040659
calecon,0.15,ei-pa,1,REE,1342.052005686357
calecon,0.08,ei-pa,1,REE,733.4289484494293
calecon,0.19,ei-pa,1,REE,1689.8740473770836
calecon,0.04,ei-pa,1,REE,385.6069067587026
calecon,0.07,ei-pp,1,REE,595.6570290944255
calecon,0.19,ei-pp,1,REE,1552.003070690068
calecon,0.1,ei-pp,1,REE,834.7762973542582
calecon,0.1,ei-pp,1,REE,834.7762973542582
calecon,0.1,ei-pp,1,REE,834.7762973542582
calecon,0.08,ei-pp,1,REE,675.3780108970016
calecon,0.16,ei-pp,1,REE,1312.9274795781314
calecon,0.05,ei-pp,1,REE,436.3024197850651
calecon,0.09,ei-pp,1,REE,755.0553155516819
calecon,0.19,ei-pp,1,REE,1552.003070690068
